sku,slug,nome_original,titulo_seo,descricao_seo,marca,tipo_produto,preco,estoque,imagem,alertas
1C7Q-LKW4-F5R7,vaso-unique-rosa-n12-japi,"VASO Unique ROSA N12 Japi","Vasos Decorativos VASO Unique ROSA N12 Japi 1C7Q-LKW4-F5R7","O formato clássico combinado com o capricho de acabamento da Japi resulta nonosso cachepô Unique. Com um ótimo custo x benefício e uma paleta de coresdiversificada, a linha Unique é uma ótima opção para decorar o seu ambiente deuma maneira única. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",20.41,5,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/514c07ecef3bf8835120087e67a89ca1.jpg,
KIT-RODIZIOS-SOPRANO-50MM-FREIO,kit-4-rodizios-moveis-freio-rodas-silicone-50mm-soprano,"Soprano, Kit 4 Rodízios Móveis Freio Rodas de Silicone 50mm","Soprano, Kit 4 Rodízios Móveis Freio Rodas de Silicone 50mm com freio KIT-RODIZIOS-SOPRANO-50MM-FREIO","Este kit de rodízios Soprano oferece a solução perfeita para adicionar mobilidade aos seus móveis. O conjunto inclui 4 rodízios de 50mm de diâmetro com freio, proporcionando controle total sobre o movimento dos seus móveis. Os rodízios de silicone com base giratória facilitam a movimentação suave em diferentes direções, tornando a limpeza mais prática e protegendo o piso do contato direto. A base giratória permite rotação completa, oferecendo máxima manobrabilidade em espaços reduzidos. Ideais para diversos tipos de móveis, estes rodízios combinam funcionalidade e praticidade no dia a dia. O kit é perfeito para quem busca facilitar a reorganização de ambientes e a manutenção da limpeza. Observe que os parafusos para fixação não estão inclusos no kit, permitindo que você escolha os mais adequados para o seu móvel específico. Principais atributos: 50mm, com freio. Marca Soprano. Categoria: Rodízios. Uso relacionado: rodizio, com freio, silicone gel. Disponivel em estoque para venda online.",Soprano,Rodízios,66.90,230,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/a4e8b44f81b0cd1107740034248ce07e.jpg,
03080.3050.10,rodizio-transparente-50mm-sem-freio-chapa-giratoria-niquel-soprano,"Rodizio Transparente 50MM SEM Freio Chapa Giratorio Niquel Soprano","Rodízios Rodizio Transparente 50MM SEM Freio Chapa Giratorio Niquel Soprano 50 mm 40 kg 03080.3050.10","Especificaes TcnicasNome do Produto: Rodzio Giratrio Transparente 50mm sem Freio.Dimetro da Roda: 50 mm.Capacidade de Carga: 40 kg por rodzio.Tipo de Fixao: Chapa (ou Placa) giratria.Acabamento: Niquelado (Nquel).Diferencial: Possui freio (trava de segurana) e roda transparente (estilo ""gel"") que no risca o piso.Cdigo de Barras (GTIN/EAN): 03080.3050.10.NCM: 8302.20.00 Principais atributos: 50mm, 50 mm, 40 kg, sem freio, giratorio. Marca Soprano. Categoria: Rodízios. Uso relacionado: rodizio, com freio, silicone gel. Disponivel em estoque para venda online.",Soprano,Rodízios,15.45,460,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/f5142628812bc6e608e81ad3a8d5c793.jpg,
03080.2050.10,rodizio-transparente-50mm-freio-chapa-giratoria-niquel-soprano,"Rodizio Transparente 50MM COM Freio Chapa Giratorio Niquel Soprano","Rodízios Rodizio Transparente 50MM COM Freio Chapa Giratorio Niquel Soprano 50 mm 40 kg 03080.2050.10","Especificaes TcnicasNome do Produto: Rodzio Giratrio Transparente 50mm com Freio.Dimetro da Roda: 50 mm.Capacidade de Carga: 40 kg por rodzio.Tipo de Fixao: Chapa (ou Placa) giratria.Acabamento: Niquelado (Nquel).Diferencial: Possui freio (trava de segurana) e roda transparente (estilo ""gel"") que no risca o piso.Cdigo de Barras (GTIN/EAN): 7892327903392.NCM: 8302.20.00 Principais atributos: 50mm, 50 mm, 40 kg, com freio, giratorio. Marca Soprano. Categoria: Rodízios. Uso relacionado: rodizio, com freio, silicone gel. Disponivel em estoque para venda online.",Soprano,Rodízios,18.00,1024,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/0a79f705c2bad2c50e326bab83014f8c.jpg,
JFFLE77,cachepot-floreira-vaso-atenas-77-chumbo-32l-japi,"Cachepot Floreira Flat Vaso Atenas 77(32L) Chumbo Japi","Vasos Decorativos Cachepot Floreira Flat Vaso Atenas 77(32L) Chumbo Japi 79cm 31cm 24,5cm JFFLE77","Floreira Atenas 77 (32L) Chumbo JAPI Descrição * A floreira Atenas é adequada para uma ampla gama de projetos decorativos * Inspirada nas colunas gregas das construções arquitetônicas de Atenas. * Trazendo um conceito clássico, exclusivo e elegante, apresenta sua textura canelada que remete perfeitamente os detalhes das colunas gregas. * Confeccionado em polietileno é leve e resistente, indicado para ambientes internos e externos, fazendo a floreira Atenas uma ótima escolha para o seu ambiente.   Características * Comprimento: 79cm * Largura: 31cm * Altura: 24,5cm * Boca: 71cm * Base: 64cm * Volume: 32 litros * Peso: 2470 gramas * Furo de drenagem: Sem furo * Material: Polietileno (tecnologia de rotomoldagem) * Cor: Chumbo * Ambientes: Interno e externo   A Japi comercializa uma ampla linha de produtos que atendem diversas necessidades, prezando por qualidade de satisfação deste de 1993.     Principais atributos: 32l, 79cm, 31cm, 24,5cm, 71cm, 64cm, 32 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",319.00,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/5b718aef8c2a673040cbced5bf6a4322.jpg,
348942357,machadinha-profissional-cabo-fibra-600g-aquatools,"Machadinha Profissional Cabo Fibra 600g Aquatools","Ferramentas Manuais Machadinha Profissional Cabo Fibra 600g Aquatools 348942357","Esta machadinha profissional da Aquatools apresenta peso de 600 gramas, proporcionando equilíbrio ideal entre força e controle durante o uso. O cabo em fibra oferece maior durabilidade e resistência, garantindo desempenho consistente em diversas aplicações. Desenvolvida para uso profissional, esta ferramenta combina construção robusta com design funcional, adequada para trabalhos que exigem precisão e eficiência. A combinação do peso equilibrado com o cabo de fibra proporciona melhor manuseio e reduz a fadiga durante períodos prolongados de trabalho. Marca Aquatools. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Aquatools,"Ferramentas Manuais",118.14,1,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/5df2f5b99cf4174d0746aeecd5c33db5.jpg,
JVCDAC34,vaso-decor-plantas-cilindrico-decore-34-28l-aco-corten-japi,"Vaso Decor Plantas Cilin Decore 34 (28l) Aço Corten Japi","Vasos Decorativos Vaso Decor Plantas Cilin Decore 34 (28l) Aço Corten Japi 33cm 51cm 26,5cm JVCDAC34","Vaso Cilíndrico Decore 34 (28L) JAPI Descrição * Misturando a resistência e qualidade dos vasos da Japi, textura impecável e o requinte dos pezinhos de madeira. * A linha decore é super versátil, combinando com todos os tipos de ambientes e composições. * Os vasos desta linha são pensados para ambientes internos e contam com acessórios em materiais especiais, como madeira e aço. * Os vasos Decore trazem em sua composição a mistura desses materiais, forte tendência no design internacional. * Seus pés em madeira dão um charme extra, além de permitir a composição com plantas pendentes. Características * Comprimento: 33cm * Largura: 33cm * Altura: 51cm * Boca: 26,5cm * Base: 33cm * Volume: 28 litros * Peso: 1740 gramas * Furo de drenagem: Sem furo * Material: Produzido com a tecnologia de rotomoldagem e matéria prima polietileno. * Ambiente: Interno * Garantia: 10 anos após o recebimento Informações/Dicas/Usos * Quaisquer outras cores, pratos, suportes, acessórios e dimensões mostrados nas imagens são apenas ilustrativos. Principais atributos: 28l, 33cm, 51cm, 26,5cm, 28 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",477.26,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/f5388a6fb5bce079b59dd5e71a8216cb.jpg,
9040101,ultra-decantador-liquido-finalizador-piscinas-1l-ultraclor,"Ultra Decantador Liquido Finalizador Piscinas 1l Ultraclor","Vivaliz Acessórios para Piscina Ultra Decantador Liquido Finalizador Piscinas 1l Ultraclor 1 litro 9040101","Mantenha sua piscina sempre limpa e cristalina com o Ultra Decantador Líquido Finalizador para Piscinas da marca Ultraclor. Este produto, apresentado em uma garrafa de 1 litro, é ideal para quem busca eficiência e praticidade na manutenção da água. Sua fórmula de rápida dissolução garante que você obtenha resultados visíveis em pouco tempo, facilitando o processo de limpeza. O Ultra Decantador é especialmente formulado para ajudar a eliminar impurezas e partículas em suspensão, proporcionando uma água mais clara e saudável. Ao utilizar este produto, você notará uma diferença significativa na qualidade da água, tornando-a mais agradável para o uso. A aplicação é simples e rápida, permitindo que você aproveite mais tempo em sua piscina e menos tempo se preocupando com a manutenção. Com o Ultra Decantador Líquido Finalizador, você garante uma experiência de banho refrescante e segura para toda a família. Principais atributos: 1l, 1 litro. Categoria: Acessórios para Piscina. Disponivel em estoque para venda online.",Vivaliz,"Acessórios para Piscina",37.04,1,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/422d8518ac1352ca110ceb99a1a133e6.jpg,
JVCDE33,vaso-decor-plantas-cilindrico-decore-33-16l-chumbo-japi,"Vaso Decor Plantas Cilin Decore 33 (16l) Chumbo Japi","Vasos Decorativos Vaso Decor Plantas Cilin Decore 33 (16l) Chumbo Japi 16 l JVCDE33","Vaso Decor Plantas Cilin Decore 33 (16l) Chumbo Japi é indicado para quem busca uma compra mais segura, com identificação clara de produto, marca, modelo e medidas principais.   Características principais: Marca: Japi   SKU: JVCDE33   Capacidade: 16 l   Categoria: Vasos para Flores Confira as dimensões, compatibilidade e aplicação antes da compra. Imagens meramente ilustrativas. Principais atributos: 16l, 16 l. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",429.00,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/7acfed5c624efeb677f01a1da2635098.jpg,
VCRAC2,vaso-concept-redondo-n2-aco-corten-japi,"Vaso Concept Redondo N2 Aço Corten Japi","Vasos Decorativos Vaso Concept Redondo N2 Aço Corten Japi VCRAC2","Vaso Concept Redondo N2 Aço Corten Japi é indicado para quem busca uma compra mais segura, com identificação clara de produto, marca, modelo e medidas principais.   Características principais: Marca: Japi   SKU: VCRAC2   Categoria: Vasos para Flores Confira as dimensões, compatibilidade e aplicação antes da compra. Imagens meramente ilustrativas. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",93.94,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/151471f3747fa5bedc1a22843d066115.jpg,
Parafuso5x16,parafuso-5x16,"Parafuso 5x16","Vivaliz Ferramentas Manuais Parafuso 5x16 Parafuso5x16","Parafuso 5x16. Produto de alta qualidade premium fabricado com materiais duráveis e resistentes. Entrega rápida e segura pela Olist em todo o Brasil. Ideal para uso diário, com garantia de satisfação, suporte técnico completo e frete grátis. Otimize seu espaço com excelência e confiabilidade. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",0.01,499776,,imagem_ausente
JVCDCQ34,vaso-decor-plantas-cilindrico-decore-34-28l-cimento-queimado-japi,"Vaso Decor Plantas Cilin Decore 34 (28l) Cimento Queim Japi","Vasos Decorativos Vaso Decor Plantas Cilin Decore 34 (28l) Cimento Queim Japi 33cm 51cm 26,5cm JVCDCQ34","Vaso Cilíndrico Decore 34 (28L) Cimento Queimado JAPIDescrição * Misturando a resistência e qualidade dos vasos da Japi, textura impecável e o requinte dos pezinhos de madeira. * A linha decore é super versátil, combinando com todos os tipos de ambientes e composições. * Os vasos desta linha são pensados para ambientes internos e contam com acessórios em materiais especiais, como madeira e aço. * Os vasos Decore trazem em sua composição a mistura desses materiais, forte tendência no design internacional. * Seus pés em madeira dão um charme extra, além de permitir a composição com plantas pendentes. Características * Comprimento: 33cm * Largura: 33cm * Altura: 51cm * Boca: 26,5cm * Base: 33cm * Volume: 28 litros * Peso: 1740 gramas * Furo de drenagem: Sem furo * Material: Produzido com a tecnologia de rotomoldagem e matéria prima polietileno. * Ambiente: Interno Principais atributos: 28l, 33cm, 51cm, 26,5cm, 28 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",459.00,9,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/bab236a7830b9ab34637ba091e2aec45.jpeg,
JVCDPA33,vaso-decor-planta-cilindrico-decore-33-16l-preto-ardosia-japi,"Vaso Decor Planta Cilin Decore 33 (16l) Preto Ardósia Japi","Vasos Decorativos Vaso Decor Planta Cilin Decore 33 (16l) Preto Ardósia Japi 33cm 36cm 27cm JVCDPA33","DESCRIO O Vaso cilndrico Decore 33 na cor preto ardsia (cinza escuro), pensado para ambientes internos e contm como composio materiais especiais, como madeira macia (pinus) e ao. timo para decorao com um charme extra, permitindo a composio com plantas pendentes, como samambaias, jiboias, lambaris, ivys, etc. DADOS TCNICOS Comprimento: 33cm Largura: 33cm Altura: 36cm Boca: 27cm Base: 33cm Volume: 16 litros Peso: 1440 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos aps o recebimento Principais atributos: 16l, 33cm, 36cm, 27cm, 16 litros, preto. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",429.00,10,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/3da911415343f11dad6f71828a7eb933.jpg,
JVCDB33,vaso-decor-plantas-cilindrico-decore-33-16l-off-white-japi,"Vaso Decor Plantas Cilin Decore 33 (16l) Off White Japi","Vasos Decorativos Vaso Decor Plantas Cilin Decore 33 (16l) Off White Japi 33cm 36cm 27cm JVCDB33","O Vaso Cilíndrico Decore da marca Japi é a escolha perfeita para quem busca elegancia e funcionalidade na decoracao de ambientes. Com um design moderno e sofisticado, este vaso se adapta a diversos estilos, desde o minimalista até o mais clássico, proporcionando um toque especial a qualquer espaco. Feito com materiais de alta qualidade, o Vaso Cilíndrico Decore é ideal para exibir suas flores favoritas, realcando a beleza natural delas. Sua forma cilíndrica permite uma disposicao harmoniosa das plantas, garantindo que cada arranjo se destaque de maneira única. Além de ser uma peca decorativa, este vaso é prático e fácil de limpar, tornando-se uma adicao funcional a sua casa ou escritório. Seja para presentear ou para embelezar seu próprio espaco, o Vaso Cilíndrico Decore é uma escolha que combina estética e praticidade. Transforme seu ambiente com o Vaso Cilíndrico Decore e aproveite a versatilidade que ele oferece. Ideal para qualquer ocasiao, este vaso é um item indispensável para quem aprecia a beleza das flores e a decoracao de interiores.O Vaso cilíndrico Decore 33, é pensado para ambientes internos e contém como composição materiais especiais, como madeira maciça (pinus) e aço. Ótimo para decoração com um charme extra, permitindo a composição com plantas pendentes, como samambaias, jiboias, lambaris, ivys, etc. DADOS TÉCNICOS Comprimento: 33cm Largura: 33cm Altura: 36cm Boca: 27cm Base: 33cm Volume: 16 litros Peso: 1440 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matéria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos após o recebimento Principais atributos: 16l, 33cm, 36cm, 27cm, 16 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: pet, jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",399.00,8,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/f0cce5846215cdd837a07e55976248e3.jpg,
JVCDAC33,vaso-decorativo-planta-cilindrico-decore-33-16l-aco-corten-japi,"Vaso Decorativo Planta Cilin Decore 33 (16l) Aco Corten Japi","Vasos Decorativos Vaso Decorativo Planta Cilin Decore 33 (16l) Aco Corten Japi 33cm 36cm 27cm JVCDAC33","O Vaso Cilíndrico Decore da marca Japi é a escolha perfeita para quem busca elegancia e funcionalidade na decoracao de ambientes. Com um design moderno e sofisticado, este vaso se adapta a diversos estilos, desde o minimalista até o mais clássico, proporcionando um toque especial a qualquer espaco. Feito com materiais de alta qualidade, o Vaso Cilíndrico Decore é ideal para exibir suas flores favoritas, realcando a beleza natural delas. Sua forma cilíndrica permite uma disposicao harmoniosa das plantas, garantindo que cada arranjo se destaque de maneira única. Além de ser uma peca decorativa, este vaso é prático e fácil de limpar, tornando-se uma adicao funcional a sua casa ou escritório. Seja para presentear ou para embelezar seu próprio espaco, o Vaso Cilíndrico Decore é uma escolha que combina estética e praticidade. Transforme seu ambiente com o Vaso Cilíndrico Decore e aproveite a versatilidade que ele oferece. Ideal para qualquer ocasiao, este vaso é um item indispensável para quem aprecia a beleza das flores e a decoracao de interiores.O Vaso cilíndrico Decore 33, é pensado para ambientes internos e contém como composição materiais especiais, como madeira maciça (pinus) e aço. Ótimo para decoração com um charme extra, permitindo a composição com plantas pendentes, como samambaias, jiboias, lambaris, ivys, etc. DADOS TÉCNICOS Comprimento: 33cm Largura: 33cm Altura: 36cm Boca: 27cm Base: 33cm Volume: 16 litros Peso: 1440 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matéria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos após o recebimento Principais atributos: 16l, 33cm, 36cm, 27cm, 16 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: pet, jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",429.00,8,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/041fa0d86f6b24e18924d9c2a2119362.jpg,
